"","zip","JobsT_1998","ArtsN_1998","ArtsW_1998","JobsN_1998","JobsW_1998","ArtSupport_1998","JobsT_1999","ArtsN_1999","ArtsW_1999","JobsN_1999","JobsW_1999","ArtSupport_1999","JobsT_2000","ArtsN_2000","ArtsW_2000","JobsN_2000","JobsW_2000","ArtSupport_2000","JobsT_2001","ArtsN_2001","ArtsW_2001","JobsN_2001","JobsW_2001","ArtSupport_2001","JobsT_2002","ArtsN_2002","ArtsW_2002","JobsN_2002","JobsW_2002","ArtSupport_2002","JobsT_2003","ArtsN_2003","ArtsW_2003","JobsN_2003","JobsW_2003","ArtSupport_2003","JobsT_2004","ArtsN_2004","ArtsW_2004","JobsN_2004","JobsW_2004","ArtSupport_2004","JobsT_2005","ArtsN_2005","ArtsW_2005","JobsN_2005","JobsW_2005","ArtSupport_2005","JobsT_2006","ArtsN_2006","ArtsW_2006","JobsN_2006","JobsW_2006","ArtSupport_2006","JobsT_2007","ArtsN_2007","ArtsW_2007","JobsN_2007","JobsW_2007","ArtSupport_2007","JobsT_2008","ArtsN_2008","ArtsW_2008","JobsN_2008","JobsW_2008","ArtSupport_2008","JobsT_2009","ArtsN_2009","ArtsW_2009","JobsN_2009","JobsW_2009","ArtSupport_2009","JobsT_2010","ArtsN_2010","ArtsW_2010","JobsN_2010","JobsW_2010","ArtSupport_2010","JobsT_2011","ArtsN_2011","ArtsW_2011","JobsN_2011","JobsW_2011","ArtSupport_2011","JobsT_2012","ArtsN_2012","ArtsW_2012","JobsN_2012","JobsW_2012","ArtSupport_2012","JobsT_2013","ArtsN_2013","ArtsW_2013","JobsN_2013","JobsW_2013","ArtSupport_2013","JobsT_2014","ArtsN_2014","ArtsW_2014","JobsN_2014","JobsW_2014","ArtSupport_2014","MedAge2k","pctba2k","pctba90","racediversity2k","racediversity90","medrent2k","medrent90","medhhinc2k","medhhinc90","meantrav2k","meantrav90","medlengthres2k","meanlengthres90","pctsamehouse2k","pctsamehouse90","pctfemale2k","pctfemale90","pctmarried2k","pctmarried90","pctchild2k","pctchild90","pctunemp2k","pctunemp90","diversityfb2k","diversityanc90","pctrental2k","pctrental90","pctpov2k","pctpov90","pctbike2k","pctbike90","pctdrove2k","pctdrove90","pctwalk2k","pctwalk90","density2000","density1990","housingdensity2000","housingdensity1990","Pop2000","Pop1990","RentMed","Democ92","NonWhite_90","CollProfLv90","CrimeRate1999county","ARTGOSLG98","City","State","Location","zipcode","Traditionalistic","Self_Expressive","Utilitarian","Charismatic","Egalitarian","Neighborly","Formality","Exhibitionism","Glamorous","Transgressive","Rational","Locality","State_Scenes","Corporateness","Ethnicity"
"23712",91106,7956,172,1022,7784,6934,850,7292,225,1068,7067,6224,843,7751,257,1189,7494,6562,932,8202,275,1377,7927,6825,1102,7715,291,1039,7424,6676,748,7491,352,1078,7139,6413,726,8178,344,1195,7834,6983,851,7990,382,1299,7608,6691,917,8074,337,1091,7737,6983,754,7966,380,1223,7586,6743,843,8027,394,1314,7633,6713,920,7687,346,1233,7341,6454,887,6985,353,1240,6632,5745,887,7662,407,1508,7255,6154,1101,8522,229,1499,8293,7023,1270,8106,243,1479,7863,6627,1236,8801,332,1436,8469,7365,1104,32.8,52.7220804471989,47.9542133463225,0.725980712721131,0.638944265368639,790,666,46617,41408,24.6233352398072,22.8920969115257,3,6.67836627397527,39.1683524387503,34.3278991079668,50.9727626459144,50.5943259474011,45.8780294000795,43.2795439172867,20.5614567526555,21.6195273149942,5.95220748943611,5.4368932038835,0.624392730524773,0.529915465396915,64.34749548522,63.2035053554041,13.8896177731129,11.7890067837885,2.3484608060933,1.24815877199783,78.4988892415106,83.0762074579425,11.2265947318312,10.7140088378944,8139.36095467071,8282.42158767799,3772.75247285622,3753.883564426,23725,8863164,626,52.5,8288,0.485834728163164,3883,0.976945137120418,"PASADENA","CA","NA-US-CA-PASADENA","91106          ",670.3359375,720.6328125,626.109375,718.03125,685.9453125,674.09375,685.65625,685.9453125,689.4140625,639.1171875,668.3125,659.0625,657.328125,683.34375,660.796875
"10647",37078,286,3,141,283,145,138,240,22,102,218,138,80,294,22,147,272,147,125,244,3,88,241,156,85,232,18,95,214,137,77,246,3,115,243,131,112,274,3,115,271,159,112,237,3,115,234,122,112,296,3,111,293,185,108,291,6,126,285,165,120,271,6,117,265,154,111,258,6,120,252,138,114,272,6,133,266,139,127,268,3,118,265,150,115,272,3,124,269,148,121,280,3,118,277,162,115,280,3,118,277,162,115,37.1,8.03782505910165,5.34804753820034,0.19489738979478,0.0307246093059167,423,303,45227,21328,30.4920212765957,29.0461538461538,3,15.1724409448819,46.031746031746,74.3142144638404,51.3123359580052,48.8649940262844,64.2105263157895,68.7760778859527,38.9312977099237,28.9665211062591,2.64423076923077,5.96491228070175,0.5,0.504834210327036,29.7297297297297,12.3028391167192,11.6865869853918,17.9701492537313,0,0,87.3417721518987,87.8017789072427,7.84810126582278,1.65184243964422,8.54177681351672,20.1222249304413,4.04358622264517,8.54177681351672,714,15795,288,63.2,36,0.0656598818122127,2055,1.55644150081207,"HURRICANE MILLS","TN","NA-US-TN-HURRICANE MILLS","37078          ",30.4166666666667,30.8333333333333,27.5,32.0833333333333,30,28.8888888888889,28.8888888888889,31.25,30,29.1666666666667,28.8888888888889,29.1666666666667,30,30.8333333333333,30
"23352",89121,18169,563,2821,17606,15348,2258,20942,535,2668,20407,18274,2133,22247,660,2717,21587,19530,2057,22908,780,2875,22128,20033,2095,22566,643,2899,21923,19667,2256,22385,664,2818,21721,19567,2154,20196,628,2530,19568,17666,1902,20958,652,2891,20306,18067,2239,21089,541,2948,20548,18141,2407,19287,502,2729,18785,16558,2227,19472,505,2728,18967,16744,2223,18573,427,2464,18146,16109,2037,17408,477,2298,16931,15110,1821,16320,425,2323,15895,13997,1898,15757,343,2043,15414,13714,1700,16614,222,2052,16392,14562,1830,16181,208,2131,15973,14050,1923,39.8,15.6996900470669,7.43714517437145,0.52213210804289,0.296963092017974,748,513,40542,28030,22.7315960004181,21.9258426966292,4,5.48253923370564,43.2685077585618,35.6570804514015,50.3596196238073,50.4286606483847,48.3971165680127,61.1595406115954,24.1747039912178,27.3060648801128,6.3141105829372,7.50589027263548,0.571849886412121,0.446941930513528,40.8199224715142,35.972850678733,9.52851267769826,8.58104638557654,0.418837470630299,0.764890282131661,89.9751421663772,94.1567398119122,2.12142881465591,2.35736677115987,6646.98514940061,1897.12149726119,2968.71867502215,830.374638651223,61669,741459,516,41.1,4724,0.166291703248464,5139,0.323682032856604,"LAS VEGAS","NV","NA-US-NV-LAS VEGAS","89121          ",989.967105263159,1040.21381578947,924.753289473684,1056.25,982.48355263158,977.850877192981,1022.03947368421,1012.41776315789,1018.83223684211,911.924342105263,947.916666666666,950.411184210526,958.963815789474,1038.07565789474,965.378289473684
"20417",76012,12681,117,684,12564,11997,567,12490,105,657,12385,11833,552,11839,115,612,11724,11227,497,11931,102,625,11829,11306,523,9983,145,683,9838,9300,538,10598,132,719,10466,9879,587,10556,87,683,10469,9873,596,10368,93,538,10275,9830,445,10574,111,609,10463,9965,498,11325,108,581,11217,10744,473,10362,107,543,10255,9819,436,10525,111,527,10414,9998,416,10421,74,456,10347,9965,382,10202,90,480,10112,9722,390,8884,84,512,8800,8372,428,9136,82,509,9054,8627,427,9067,76,598,8991,8469,522,37.5,38.7547870488569,36.02320010087,0.435135438781846,0.247614704214451,645,667,52212,47474,24.4403498825626,23.1106082261394,5,8.34929295178711,49.3403693931398,49.269976108309,52.0806962025316,51.131221719457,60.8135459347386,62.9683145835484,32.2339889056984,35.9480750027738,4.33923606029562,4.27307022634939,0.610000553093467,0.434564448103485,33.1068059640937,36.3211223694466,8.17266884927852,7.78829421501634,0.0702301989855638,0.0928433268858801,94.5610612563402,95.311411992263,0.803745610612563,0.882011605415861,3080.04826472367,2910.14290297691,1266.79794252583,1197.67570431875,25488,1170103,430,33.1,2431,0.361268262356232,5646,-0.614820124285819,"ARLINGTON","TX","NA-US-TX-ARLINGTON","76012          ",404.09375,418.75,392.927083333333,429.916666666667,408.979166666667,403.861111111111,418.75,413.166666666667,410.375,374.083333333333,403.861111111111,398.510416666667,395.71875,420.84375,398.510416666667
"2946",11768,6761,114,602,6647,6159,488,6718,113,649,6605,6069,536,6928,117,634,6811,6294,517,6927,124,621,6803,6306,497,7147,153,671,6994,6476,518,7204,161,806,7043,6398,645,7484,140,687,7344,6797,547,7180,162,728,7018,6452,566,7385,170,792,7215,6593,622,7289,170,793,7119,6496,623,7447,231,778,7216,6669,547,7277,350,896,6927,6381,546,7298,322,885,6976,6413,563,7212,314,907,6898,6305,593,7205,188,968,7017,6237,780,7384,198,1066,7186,6318,868,7543,185,1154,7358,6389,969,40.9,50.8357534688609,42.4487851357789,0.103970533336239,0.0646192243500679,1054,895,90630,63427,38.0125773607506,32.3681936819368,10,13.3172339566797,66.3583587523369,69.3645617155845,50.7003695761281,50.1585968840377,66.1168898339176,61.8845500848896,34.6163715678727,34.2304571274006,2.57346231064063,3.72173626010893,0.603701280074581,0.199214747461608,14.2231383664004,17.9604466568008,2.8118775188771,2.92770458516315,0.0945984296660675,0.192089408888501,83.256077949106,85.348816903868,1.5419544035569,1.7724613638348,1454.80679211411,1438.36336786296,539.881243576578,527.129200279766,21676,1321864,802,38.9,392,0.422246075405877,4084,-0.474362084288009,"NORTHPORT","NY","NA-US-NY-NORTHPORT","11768          ",629.777777777778,660.31746031746,596.761904761904,663.619047619048,627.301587301587,633.904761904761,646.010582010582,643.809523809524,640.507936507937,592.634920634921,621.798941798942,629.777777777778,619.047619047619,656.190476190476,616.571428571428
"8339",30114,10060,109,1225,9951,8835,1116,10903,100,1658,10803,9245,1558,11256,129,2220,11127,9036,2091,10683,116,2109,10567,8574,1993,10838,100,2033,10738,8805,1933,11043,127,2031,10916,9012,1904,11333,113,2450,11220,8883,2337,12314,155,2462,12159,9852,2307,13862,242,2648,13620,11214,2406,15147,343,3117,14804,12030,2774,14550,112,2924,14438,11626,2812,13172,99,2348,13073,10824,2249,13000,117,2565,12883,10435,2448,13531,94,2578,13437,10953,2484,14693,192,3132,14501,11561,2940,14724,116,3105,14608,11619,2989,15591,151,3262,15440,12329,3111,33.9,21.2085716254393,12.2448979591837,0.263351223504541,0.157174821419874,582,387,50523,28346,30.4624060150376,26.6489391401452,4,12.2738823965869,44.2644547450598,55.1570152693748,49.3689016202668,51.7983687658778,65.0072025352924,63.6157337367625,37.4653565129756,35.897903372835,2.8285209192693,3.36713468538742,0.265085568298338,0.495257584340298,26.014620620116,26.4192949907236,7.95459704880817,10.6690284779943,0.160156597562061,0,90.2571403149746,95.5819997264396,0.818578165317199,0.984817398440706,221.415783282361,147.402228883178,83.0495163474091,56.9434221128001,22323,90204,534,27.8,1431,0.143891242937853,1685,-0.547415553484589,"CANTON","GA","NA-US-GA-CANTON","30114          ",612.870535714286,640.6875,583.258928571429,646.96875,607.486607142857,604.196428571429,626.928571428571,620.946428571429,626.330357142857,543.776785714286,582.660714285714,596.71875,596.71875,637.995535714286,598.513392857143
"22960",85705,32826,673,4711,32153,28115,4038,33380,807,4511,32573,28869,3704,34461,734,4450,33727,30011,3716,34383,919,4402,33464,29981,3483,33142,575,3911,32567,29231,3336,34523,924,4445,33599,30078,3521,36743,709,4209,36034,32534,3500,37101,740,4139,36361,32962,3399,39394,740,4695,38654,34699,3955,38564,787,4440,37777,34124,3653,36707,721,4365,35986,32342,3644,32065,704,4030,31361,28035,3326,31721,656,4413,31065,27308,3757,30171,607,3999,29564,26172,3392,31448,621,4433,30827,27015,3812,32982,598,4121,32384,28861,3523,33687,618,4225,33069,29462,3607,32.6,13.1587269643217,14.3430416653604,0.62916446681124,0.489544595490991,458,352,23047,16177,21.2947828775898,19.8127832101121,3,6.96553857029248,38.9092333300695,38.2491024578846,51.0702031479767,51.4400627820286,41.7615793470008,45.1243295953194,26.6158435531985,25.1843770456033,7.50765889789429,10.3188193085453,0.419290171816571,0.505339543349178,50.9218028215906,52.0014138022444,25.6151570281346,28.733444365136,3.05356606767594,4.52280752672568,82.5792340352533,83.9307309050452,4.10001286614916,5.14197262129347,4149.44216053941,3833.19180873251,2058.67176957069,1988.00969904573,55199,666880,390,45.7,10819,0.145412107065992,6925,0.827773065596091,"TUCSON","AZ","NA-US-AZ-TUCSON","85705          ",1490.15860215054,1569.35215053764,1381.92741935484,1566.7123655914,1505.99731182796,1483.55913978495,1524.03584229391,1520.51612903226,1504.67741935484,1372.68817204301,1457.16129032258,1476.95967741935,1457.16129032258,1532.39516129032,1455.84139784946
"10026",34685,2385,15,294,2370,2091,279,2795,18,383,2777,2412,365,3169,21,414,3148,2755,393,3149,25,474,3124,2675,449,2893,96,527,2797,2366,431,2871,40,409,2831,2462,369,3151,46,502,3105,2649,456,3431,40,551,3391,2880,511,3501,37,532,3464,2969,495,3590,37,470,3553,3120,433,3623,236,655,3387,2968,419,2999,233,568,2766,2431,335,2987,262,624,2725,2363,362,3181,213,587,2968,2594,374,3430,212,644,3218,2786,432,3673,224,705,3449,2968,481,3839,226,763,3613,3076,537,40.4,43.1657597661009,15.4623353369996,0.16241909288557,0.191975280621402,843,469,69268,28294,29.4096892387027,23.7840059790732,4,8.3687675858188,38.0113430674551,47.5318116551963,51.7425968109339,51.7960982930032,69.646062172446,61.8816032198558,35.7122177185871,24.2725016918565,4.18780228854548,7.33894177551472,0.673744794460675,0.359369840955476,18.6378882893394,26.6291502532358,4.4521719302246,10.1585465760686,0.594786130093647,0.66079295154185,90.4201467982789,90.7366617719041,0.341685649202733,4.12383749388155,1411.84405213957,1724.70271190807,596.932071478113,895.639324379674,17559,851659,463,38,0,0.19988577955454,5848,-0.533576358670431,"PALM HARBOR","FL","NA-US-FL-PALM HARBOR","34685          ",230.111111111111,237.288888888889,223.355555555556,241.088888888889,231.377777777778,229.688888888889,238.696296296296,236.866666666667,233.911111111111,212.377777777778,226.874074074074,224.622222222222,225.888888888889,240.244444444444,223.355555555556
"3882",14522,3184,19,76,3165,3108,57,4510,27,93,4483,4417,66,2495,27,152,2468,2343,125,2315,27,173,2288,2142,146,2184,9,200,2175,1984,191,2261,12,153,2249,2108,141,2264,12,145,2252,2119,133,2239,16,149,2223,2090,133,2230,13,155,2217,2075,142,2056,34,148,2022,1908,114,2138,26,168,2112,1970,142,2073,23,168,2050,1905,145,2062,20,142,2042,1920,122,2060,23,151,2037,1909,128,2103,26,151,2077,1952,125,2093,34,174,2059,1919,140,2096,34,162,2062,1934,128,37.7,16.3069139966273,15.4212195981671,0.0362552925835385,0.0331253846608958,536,429,45507,33563,25.7586837294333,22.3741875580316,8,11.3290293855744,65.6432038834951,60.1769911504425,50.6308786418903,51.1993752091934,60.0694444444444,61.3669484115418,31.2301930279458,36.4635958395245,5.35564853556485,4.12284392090871,0.617447450278066,0.180887129792077,26.5177548682703,26.8111638954869,5.83006234126068,6.26332921764508,0,0.564079422382672,95.3801300740076,92.1254512635379,1.99596322045302,3.38447653429603,193.613472105116,197.324065684132,80.0869780804415,77.1935985634702,8766,89123,410,30.2,121,0.144986893840105,2089,-2.63583120323312,"PALMYRA","NY","NA-US-NY-PALMYRA","14522          ",187.206896551724,191.413793103448,169.853448275862,191.413793103448,189.310344827586,187.206896551724,187.908045977011,189.836206896552,184.051724137931,166.172413793103,183,190.362068965517,181.948275862069,186.681034482759,183
"6808",25304,8928,102,1090,8826,7838,988,8613,101,1069,8512,7544,968,8751,105,1016,8646,7735,911,8909,131,1091,8778,7818,960,8856,58,904,8798,7952,846,8254,152,1388,8102,6866,1236,8525,151,1392,8374,7133,1241,8882,163,1492,8719,7390,1329,8916,155,1323,8761,7593,1168,10511,122,1249,10389,9262,1127,8830,103,1322,8727,7508,1219,8922,107,1424,8815,7498,1317,9076,105,1210,8971,7866,1105,9180,98,1213,9082,7967,1115,8898,92,1216,8806,7682,1124,9495,119,1327,9376,8168,1208,9553,79,1249,9474,8304,1170,43.3,34.21503034075,28.9233444428344,0.217966222066883,0.15910970213146,484,438,40485,29959,17.4591890468668,14.4317946058091,8,12.5523170731707,56.5482597775386,58.9036544850498,54.6378798263651,55.6094474905103,49.6971293126152,53.2788913635239,20.2891199594218,21.6043307086614,6.94281007295834,4.43702290076336,0.472848532049208,0.436642510324217,35.8167631512711,37.8536585365854,8.70257037943697,9.86827416834115,0.751295336787565,0.234436051054962,89.4041450777202,88.7470695493618,5.59585492227979,7.50195363375879,525.456766634002,560.204524122688,253.835313180066,262.13943827482,8922,207619,339,46.9,783,0.289423500073346,5121,-0.223372830981456,"CHARLESTON","WV","NA-US-WV-CHARLESTON","25304          ",232.974358974359,239.391025641026,224.583333333333,246.794871794872,234.455128205128,233.632478632479,240.213675213675,240.871794871795,235.442307692308,214.217948717949,230.34188034188,231,227.544871794872,242.352564102564,228.532051282051
"5179",19056,3008,70,367,2938,2641,297,2891,63,379,2828,2512,316,2887,64,351,2823,2536,287,3051,76,410,2975,2641,334,3832,39,438,3793,3394,399,3514,31,443,3483,3071,412,3403,37,355,3366,3048,318,3295,24,391,3271,2904,367,3337,30,387,3307,2950,357,3446,21,440,3425,3006,419,3694,13,518,3681,3176,505,3321,13,442,3308,2879,429,3318,10,420,3308,2898,410,3245,10,424,3235,2821,414,3450,10,431,3440,3019,421,3568,10,519,3558,3049,509,3426,17,489,3409,2937,472,36.7,23.328009582751,20.2215508559919,0.192958275960912,0.0831700504426951,685,506,54481,43359,25.1104079709169,23.3135725429017,10,15.0047206165703,65.8601213304512,67.9299249195567,49.2093570308416,50.4996668887408,55.2797575161792,60.4262432093606,35.5249014690075,34.7206385404789,4.21966731898239,4.70756062767475,0.717786488683185,0.228277058473219,30.279670132664,24.0416104796764,3.45798677058092,3.96932185145318,0.156617071260767,0.34324942791762,92.7042547637693,91.3551995931859,0.743931088488645,2.56801423849479,4280.47679208019,4244.72639404032,1602.5749294563,1513.90268234955,15206,541174,604,39.4,454,0.205238859895624,2297,0.859098315391946,"LEVITTOWN","PA","NA-US-PA-LEVITTOWN","19056          ",206.575757575758,216.878787878788,184.424242424242,213.787878787879,209.151515151515,207.434343434344,211.555555555556,212.242424242424,208.121212121212,190.606060606061,199.878787878788,204.515151515151,201.424242424242,207.606060606061,203.484848484849
"6357",23228,18640,170,1432,18470,17208,1262,18857,168,1291,18689,17566,1123,19420,159,1228,19261,18192,1069,20526,285,1397,20241,19129,1112,18040,102,1310,17938,16730,1208,18505,255,1522,18250,16983,1267,19722,161,1417,19561,18305,1256,18659,235,1330,18424,17329,1095,19125,326,1528,18799,17597,1202,18996,143,1430,18853,17566,1287,20859,150,1453,20709,19406,1303,20671,148,1213,20523,19458,1065,19562,225,1378,19337,18184,1153,20253,203,1378,20050,18875,1175,19203,302,1612,18901,17591,1310,19105,368,1790,18737,17315,1422,17231,399,1840,16832,15391,1441,36,23.6161372470178,21.5139082998963,0.483946856633401,0.297632997522074,662,523,38285,31614,19.3771929824561,18.6886321411983,4,10.6952519724216,44.0285026093938,48.2578575572467,53.1609468580664,54.3869787152075,48.2024972650798,52.8561675011379,23.0192056171267,24.8413547237077,3.11297260584107,3.05877212147695,0.693910964647201,0.477524305751121,46.9356837901116,45.2729599090134,6.8921443319241,5.80867490639186,0.136547138446925,0.138969310943833,95.2861553075279,96.3288940359004,0.979577297554025,1.40706427330631,2777.32805889451,2723.56543918867,1333.85408598092,1297.54686228347,31822,217881,509,33.8,5903,0.211895059750011,4790,-0.0992861436597093,"HENRICO","VA","NA-US-VA-HENRICO","23228          ",610.178571428571,634.40625,576.080357142857,641.584821428571,604.794642857143,608.982142857143,635.303571428571,624.535714285714,620.049107142857,549.160714285714,599.410714285714,598.513392857143,603.897321428571,640.6875,594.026785714286
"105",1262,972,115,181,857,791,66,985,112,178,873,807,66,1028,120,185,908,843,65,1238,129,188,1109,1050,59,1207,136,192,1071,1015,56,1255,133,214,1122,1041,81,1245,137,227,1108,1018,90,1201,161,279,1040,922,118,1218,141,260,1077,958,119,1253,165,280,1088,973,115,1168,159,242,1009,926,83,1196,136,230,1060,966,94,1158,125,215,1033,943,90,1175,125,229,1050,946,104,1545,125,230,1420,1315,105,1590,165,258,1425,1332,93,1582,168,267,1414,1315,99,48.9,45.1713395638629,36.3777089783282,0.253533651910118,0.120792816326531,505,432,37917,28669,18.8184438040346,15.3517060367454,10,12.6072289156627,66.2666666666667,62.3798076923077,58.9378238341969,56.1643835616438,49.490538573508,48.1781376518219,19.8391420911528,23.5142118863049,6.50602409638554,3.93873085339168,0.514568622676731,0.332075461446091,50,50.6024096385542,9.12921348314607,13.3651551312649,0,0.234741784037559,80.7291666666667,77.9342723004695,9.63541666666667,6.57276995305164,163.749671047555,174.973638708097,101.015708944881,98.0092890358071,817,139352,437,54.4,60,0.451880178457616,2688,2.38335902443419,"STOCKBRIDGE","MA","NA-US-MA-STOCKBRIDGE","01262          ",115.965517241379,121.534482758621,104.5,121.862068965517,114.327586206897,115.310344827586,122.735632183908,118.258620689655,118.586206896552,105.155172413793,110.068965517241,117.603448275862,112.034482758621,116.293103448276,113.01724137931
"5729",20838,157,7,13,150,144,6,160,10,13,150,147,3,195,10,13,185,182,3,203,10,13,193,190,3,141,13,16,128,125,3,187,9,12,178,175,3,214,9,12,205,202,3,188,9,12,179,176,3,182,9,15,173,167,6,214,9,15,205,199,6,197,6,12,191,185,6,149,6,12,143,137,6,143,6,12,137,131,6,149,6,9,143,140,3,101,6,9,95,92,3,139,3,6,136,133,3,84,3,6,81,78,3,41.2,53.6231884057971,38.4615384615385,0.0514681440443213,0.0833543188113826,0,404,87379,52626,33.95,32.5326086956522,14,17.0547945205479,70.7182320441989,75.7575757575758,48.4210526315789,48.3253588516746,71.3375796178344,67.0807453416149,36.986301369863,38.2716049382716,0,1.88679245283019,0.444444444444444,0.226584688368028,8.33333333333333,16.4383561643836,0,3.90243902439024,0,0,75.8620689655172,84.7619047619048,2.58620689655172,0.952380952380952,119.965210089074,125.363644543083,47.3862579851843,46.1866058842936,200,757027,740,55.1,0,0.268817204301075,3217,0.27679701829295,"BARNESVILLE","MD","NA-US-MD-BARNESVILLE","20838          ",39.8125,42.25,34.125,41.84375,43.0625,41.7083333333333,40.625,41.03125,42.65625,34.53125,40.0833333333333,40.21875,37.375,39,39
"9440",33137,9975,228,1039,9747,8936,811,9715,212,1059,9503,8656,847,9448,230,1159,9218,8289,929,10782,215,1356,10567,9426,1141,10070,460,1316,9610,8754,856,13135,432,1741,12703,11394,1309,13269,495,2032,12774,11237,1537,14278,456,1737,13822,12541,1281,14961,337,1729,14624,13232,1392,14480,443,1696,14037,12784,1253,12406,536,2255,11870,10151,1719,11728,487,2510,11241,9218,2023,12136,477,3162,11659,8974,2685,11815,437,2915,11378,8900,2478,12856,454,3596,12402,9260,3142,14266,494,3507,13772,10759,3013,13386,542,3090,12844,10296,2548,35.8,20.8012847603753,16.4510020514439,0.758232441811038,0.689002779073902,526,432,27365,18260,29.7937177684013,24.9860799811254,3,6.3087790110999,45.391845703125,41.4306104523496,47.7732561471886,49.6437531359759,43.7539321915414,40.9563272822941,27.9325286289075,31.2481857764877,15.1072003965795,14.1231397723957,0.173360147089063,0.609299838518264,70.8396946564885,74.9207264341309,30.992588992832,37.441740031072,0.196078431372549,0.649069666810904,75.052790346908,86.7878263378047,2.85067873303167,4.21174094908409,8940.78692915549,10028.0977332738,3865.14912885875,4078.04914644835,17638,1937094,493,46.7,11511,0.16312336995179,8745,0.988148433033284,"MIAMI","FL","NA-US-FL-MIAMI","33137          ",872.112676056338,915.718309859155,834.591549295775,918.760563380282,885.295774647888,874.816901408451,914.028169014084,895.436619718311,894.422535211267,802.140845070422,857.239436619719,854.87323943662,856.901408450705,909.633802816902,857.915492957747
"14770",53132,9878,61,643,9817,9235,582,9948,54,671,9894,9277,617,10993,53,663,10940,10330,610,10630,72,773,10558,9857,701,11488,155,1027,11333,10461,872,11527,229,1134,11298,10393,905,11704,228,1215,11476,10489,987,12265,221,1266,12044,10999,1045,12737,209,1318,12528,11419,1109,12671,253,1271,12418,11400,1018,12883,258,1317,12625,11566,1059,11504,264,1244,11240,10260,980,12079,278,1312,11801,10767,1034,12647,288,1299,12359,11348,1011,12757,238,1201,12519,11556,963,13627,230,1393,13397,12234,1163,13989,334,1451,13655,12538,1117,37.8,29.1575383389763,23.9807162534435,0.195583449300636,0.11578347792425,723,458,64822,44146,23.8442294863242,22.351442521083,6,10.3685356200528,55.3874963987324,55.996515342174,47.8178368121442,48.2199918988253,66.2530495499285,63.8742253844388,34.5414764079148,38.4767426538411,2.66394709190926,3.51021753460778,0.613982188145528,0.210629972935299,21.9862883260331,24.5514511873351,2.60465791192048,2.11157083749465,0,0.0699422976044763,94.9651882413615,95.7160342717258,0.44481691593605,1.08410561286938,845.748725343872,639.646249015563,311.068736802904,228.132432230384,29369,959275,434,50.6,1110,0.238630772474872,6446,-0.74287489208425,"FRANKLIN","WI","NA-US-WI-FRANKLIN","53132          ",326.219512195122,333.396341463415,297.512195121951,338.615853658537,321,323.609756097561,327.089430894309,336.006097560975,329.481707317073,293.59756097561,311.430894308943,319.69512195122,317.737804878049,337.963414634146,319.042682926829
"9356",33010,18262,208,2245,18054,16017,2037,18506,208,2539,18298,15967,2331,16439,68,1726,16371,14713,1658,16806,39,2087,16767,14719,2048,14343,105,1120,14238,13223,1015,13831,27,1262,13804,12569,1235,12393,39,1347,12354,11046,1308,12066,33,1295,12033,10771,1262,13276,40,1659,13236,11617,1619,12064,36,1559,12028,10505,1523,11976,38,1611,11938,10365,1573,10042,34,1613,10008,8429,1579,9892,55,1572,9837,8320,1517,10036,44,1192,9992,8844,1148,11024,38,1564,10986,9460,1526,11230,33,1561,11197,9669,1528,11807,34,1558,11773,10249,1524,39.4,8.86456653850924,8.24227599895744,0.310944894650885,0.355371798162655,541,525,22815,25427,25.4388389771942,21.6905414867546,4,8.47666680977118,45.2625017315418,49.4626774759619,49.9148545978517,53.0157432017992,55.3175108845705,59.6522692173566,32.4037545912121,35.9182626538988,11.3265781504775,7.53719094390746,0.0192976114264275,0.132197688274819,67.0168067226891,49.671575151333,25.8024856938484,15.3405254963557,0.401524431740847,0.289008903809663,89.0975908534096,93.9804408115604,2.43636858581734,2.18654211064078,10806.1575059466,17486.9470966955,3544.70939554091,5778.94613695297,45353,1937094,493,46.7,4477,0.0531622037109864,8745,1.67113176540778,"HIALEAH","FL","NA-US-FL-HIALEAH","33010          ",733.117647058823,763.960784313726,695.156862745098,762.774509803921,737.862745098039,729.16339869281,749.725490196079,756.843137254902,740.235294117647,673.803921568628,722.83660130719,731.931372549019,723.627450980392,759.21568627451,721.254901960784
