"","zip","JobsT_1998","ArtsN_1998","ArtsW_1998","JobsN_1998","JobsW_1998","ArtSupport_1998","JobsT_1999","ArtsN_1999","ArtsW_1999","JobsN_1999","JobsW_1999","ArtSupport_1999","JobsT_2000","ArtsN_2000","ArtsW_2000","JobsN_2000","JobsW_2000","ArtSupport_2000","JobsT_2001","ArtsN_2001","ArtsW_2001","JobsN_2001","JobsW_2001","ArtSupport_2001","JobsT_2002","ArtsN_2002","ArtsW_2002","JobsN_2002","JobsW_2002","ArtSupport_2002","JobsT_2003","ArtsN_2003","ArtsW_2003","JobsN_2003","JobsW_2003","ArtSupport_2003","JobsT_2004","ArtsN_2004","ArtsW_2004","JobsN_2004","JobsW_2004","ArtSupport_2004","JobsT_2005","ArtsN_2005","ArtsW_2005","JobsN_2005","JobsW_2005","ArtSupport_2005","JobsT_2006","ArtsN_2006","ArtsW_2006","JobsN_2006","JobsW_2006","ArtSupport_2006","JobsT_2007","ArtsN_2007","ArtsW_2007","JobsN_2007","JobsW_2007","ArtSupport_2007","JobsT_2008","ArtsN_2008","ArtsW_2008","JobsN_2008","JobsW_2008","ArtSupport_2008","JobsT_2009","ArtsN_2009","ArtsW_2009","JobsN_2009","JobsW_2009","ArtSupport_2009","JobsT_2010","ArtsN_2010","ArtsW_2010","JobsN_2010","JobsW_2010","ArtSupport_2010","JobsT_2011","ArtsN_2011","ArtsW_2011","JobsN_2011","JobsW_2011","ArtSupport_2011","JobsT_2012","ArtsN_2012","ArtsW_2012","JobsN_2012","JobsW_2012","ArtSupport_2012","JobsT_2013","ArtsN_2013","ArtsW_2013","JobsN_2013","JobsW_2013","ArtSupport_2013","JobsT_2014","ArtsN_2014","ArtsW_2014","JobsN_2014","JobsW_2014","ArtSupport_2014","MedAge2k","pctba2k","pctba90","racediversity2k","racediversity90","medrent2k","medrent90","medhhinc2k","medhhinc90","meantrav2k","meantrav90","medlengthres2k","meanlengthres90","pctsamehouse2k","pctsamehouse90","pctfemale2k","pctfemale90","pctmarried2k","pctmarried90","pctchild2k","pctchild90","pctunemp2k","pctunemp90","diversityfb2k","diversityanc90","pctrental2k","pctrental90","pctpov2k","pctpov90","pctbike2k","pctbike90","pctdrove2k","pctdrove90","pctwalk2k","pctwalk90","density2000","density1990","housingdensity2000","housingdensity1990","Pop2000","Pop1990","RentMed","Democ92","NonWhite_90","CollProfLv90","CrimeRate1999county","ARTGOSLG98","City","State","Location","zipcode","Traditionalistic","Self_Expressive","Utilitarian","Charismatic","Egalitarian","Neighborly","Formality","Exhibitionism","Glamorous","Transgressive","Rational","Locality","State_Scenes","Corporateness","Ethnicity"
"19993",74745,3725,38,350,3687,3375,312,3674,38,345,3636,3329,307,3307,42,324,3265,2983,282,3271,45,378,3226,2893,333,3498,42,351,3456,3147,309,3329,42,370,3287,2959,328,3454,42,490,3412,2964,448,3479,7,413,3472,3066,406,3679,7,360,3672,3319,353,3790,7,412,3783,3378,405,3710,7,393,3703,3317,386,3437,7,450,3430,2987,443,3465,7,450,3458,3015,443,3369,7,414,3362,2955,407,3688,15,495,3673,3193,480,3499,10,473,3489,3026,463,3438,21,527,3417,2911,506,35.6,13.2244897959184,8.92857142857143,0.567699529900422,0.321427227219692,321,175,22858,20625,17.2141843971631,28.1846153846154,6,13.6838235294118,55.4733237600795,66.0130718954248,53.118017469023,50,55.0125811150841,61.3636363636364,34.6444386559,29.8507462686567,8.86613386613387,8.75,0.366176,0.524926310393438,35.1803450078411,11.7647058823529,27.0925574530888,19.1358024691358,0.470523110988099,0,94.1046221976197,82.4324324324324,1.49460282313867,6.75675675675676,60.1018833712458,1.02199516576703,26.6759097459791,0.458979864865435,9821,33433,238,44.2,3188,0.112631244034362,3736,-1.77763845989645,"IDABEL","OK","NA-US-OK-IDABEL","74745          ",189.390625,191.328125,174.859375,192.296875,186.484375,189.229166666667,191.8125,190.359375,187.453125,170.015625,180.833333333333,186.96875,185.03125,193.75,185.03125
"10075",34946,2973,17,162,2956,2811,145,3146,28,191,3118,2955,163,2947,26,181,2921,2766,155,2843,22,209,2821,2634,187,2682,28,220,2654,2462,192,2800,50,221,2750,2579,171,3046,61,286,2985,2760,225,3387,32,226,3355,3161,194,4250,50,299,4200,3951,249,3629,31,209,3598,3420,178,3368,18,216,3350,3152,198,2152,18,220,2134,1932,202,2227,18,193,2209,2034,175,2040,9,180,2031,1860,171,2010,6,159,2004,1851,153,2130,6,173,2124,1957,167,2496,6,165,2490,2331,159,39.4,11.7871576111361,9.44274931748836,0.56494502581991,0.548094354794149,554,356,27144,19270,22.4859368238858,19.0388875215358,6,10.5191167753408,54.3357933579336,52.7387009877282,51.6081871345029,54.3586995355484,51.8862664932169,49.1030240902101,26.762156049755,40.4872389791183,8.90718562874251,10.5621805792164,0.494713465286276,0.37082300868775,26.977455101261,49.4961470065205,19.205298013245,33.7255262432209,0.430663221360896,0.685602350636631,95.1335055986219,92.7032321253673,1.2489233419466,3.06072477962782,451.030406576566,747.215509027528,244.168847438129,254.999995654169,6746,150171,512,35,3229,0.11459528362014,4676,-0.927821318611647,"FORT PIERCE","FL","NA-US-FL-FORT PIERCE","34946          ",106.25,109.583333333333,95.8333333333334,108.75,106.25,107.777777777778,104.444444444444,111.25,104.583333333333,100.833333333333,105,108.75,104.166666666667,106.25,104.583333333333
"13499",48207,15229,927,2322,14302,12907,1395,13923,371,1754,13552,12169,1383,13862,295,1663,13567,12199,1368,13071,235,1610,12836,11461,1375,13040,80,1593,12960,11447,1513,12567,261,1683,12306,10884,1422,12452,243,1724,12209,10728,1481,11835,179,1614,11656,10221,1435,11484,195,1718,11289,9766,1523,10895,209,1576,10686,9319,1367,10639,171,1619,10468,9020,1448,10867,158,1515,10709,9352,1357,10240,130,1773,10110,8467,1643,10251,152,1513,10099,8738,1361,11204,134,1461,11070,9743,1327,11149,205,1608,10944,9541,1403,9821,210,1475,9611,8346,1265,38.6,20.9940652818991,17.3953693009954,0.190002231915472,0.207647622037279,498,348,24496,15524,24.8782380327086,21.6892071068682,5,10.9296007459524,54.4642114889018,57.8683284101485,54.8767123287671,55.2797851008286,26.5448683503493,27.9955876269706,22.0124726108208,20.4254228600718,15.1631110685927,20.1998001998002,0.7018356420498,0.152549497749325,73.7038292104371,70.7807069593965,32.6921522670331,36.0210855134713,0.0352319436288902,0.134569377990431,82.571931884909,85.4366028708134,4.94421608925426,9.53947368421053,4180.37398140718,4331.34009106602,2154.81680629808,2153.83756666786,25614,2111687,406,60.4,22974,0.177816702452255,6990,1.6349571635032,"DETROIT","MI","NA-US-MI-DETROIT","48207          ",576.979166666667,601.848958333333,563.052083333333,619.755208333333,585.932291666667,582.284722222222,598.201388888889,581.953125,594.885416666667,530.223958333333,570.347222222222,570.015625,567.03125,608.8125,568.026041666667
"24155",92501,14965,149,2810,14816,12155,2661,15332,159,2991,15173,12341,2832,17666,191,3099,17475,14567,2908,15734,157,2909,15577,12825,2752,15676,169,2995,15507,12681,2826,15372,169,2929,15203,12443,2760,16788,358,3168,16430,13620,2810,16923,353,3170,16570,13753,2817,18343,345,3256,17998,15087,2911,16191,389,2078,15802,14113,1689,16616,357,2041,16259,14575,1684,14375,251,1770,14124,12605,1519,13361,363,1523,12998,11838,1160,13883,249,1435,13634,12448,1186,13817,167,1339,13650,12478,1172,14694,540,1707,14154,12987,1167,15569,628,2085,14941,13484,1457,30.4,13.3754053817162,12.8533517941618,0.730973656658273,0.549285488057307,562,663,31875,37734,27.370392568175,31.3193823338302,4,7.56927213673393,41.9064340734028,39.7415746765114,48.3486622073579,50.0197361928884,46.2351387054161,60.3581147522239,38.4075315142812,46.6571609632446,10.8530036218309,7.05347756790668,0.265736099585895,0.518567103233936,56.0885608856088,37.9798732761834,21.6022809861911,9.26888136502296,1.4221448265854,1.08998056328366,89.3194021187056,93.460116620298,2.94587142649833,1.95129387552879,3176.04796029856,10223.8559986347,1120.03292836575,3356.25044966963,18982,1170413,572,38.6,6465,0.131256751890529,3796,-0.471126171864744,"RIVERSIDE","CA","NA-US-CA-RIVERSIDE","92501          ",767.772727272727,794.327272727273,733.136363636363,800.1,781.627272727273,777.393939393938,797.40606060606,788.554545454546,774.699999999999,711.2,766.618181818181,758.536363636364,750.454545454546,786.245454545455,751.609090909091
"22748",85041,3809,6,98,3803,3711,92,3697,6,118,3691,3579,112,4726,6,94,4720,4632,88,3987,9,85,3978,3902,76,5274,6,161,5268,5113,155,3523,6,161,3517,3362,155,3815,6,218,3809,3597,212,3935,3,233,3932,3702,230,4438,6,313,4432,4125,307,4928,15,413,4913,4515,398,5644,12,298,5632,5346,286,4676,15,355,4661,4321,340,4171,12,304,4159,3867,292,4105,12,274,4093,3831,262,4250,15,405,4235,3845,390,4185,22,394,4163,3791,372,4381,16,380,4365,4001,364,25.7,5.05614639653021,5.15521064301552,0.725962592977409,0.724169081981986,529,405,32998,22438,27.2457254518808,24.1257315842583,8,10.9238790406674,62.3839328702112,62.3976700251889,49.2305783072723,49.7149452624952,52.676649928264,54.1046319272126,48.0469686077163,50.1369148520016,8.74382137378558,13.0584770719394,0.0487019221085963,0.306920878282804,26.4981159596451,26.6944734098019,23.8114574873493,27.0335768474291,0.0962278675904542,0.668826418643536,89.395688991532,94.4821820461908,1.18360277136259,1.72431811056537,1571.46965864655,1381.02682358624,416.843067951356,407.306329149154,32297,2122101,466,32.6,16339,0.0530735639905946,6369,-2.78487970982594,"PHOENIX","AZ","NA-US-AZ-PHOENIX","85041          ",100.1,100.1,97.35,105.05,102.85,102.666666666667,103.4,103.95,96.8,90.2,99.7333333333333,101.75,97.9,99.55,98.45
"427",2339,8056,90,1018,7966,7038,928,7985,80,976,7905,7009,896,8498,118,1226,8380,7272,1108,8934,114,1241,8820,7693,1127,9197,127,1239,9070,7958,1112,9526,47,1043,9479,8483,996,9247,60,1137,9187,8110,1077,9097,128,1119,8969,7978,991,8854,130,1094,8724,7760,964,8651,143,1436,8508,7215,1293,8304,110,1263,8194,7041,1153,8122,111,1245,8011,6877,1134,7947,97,1284,7850,6663,1187,8168,105,1360,8063,6808,1255,8129,248,1360,7881,6769,1112,7938,147,1246,7791,6692,1099,8816,261,1351,8555,7465,1090,37.5,38.3187514778908,18.1491464510332,0.0533274869788891,0.077079022663185,569,570,73838,47745,31.459837198587,27.458940397351,14,14.5596722479515,72.3771908170822,72.8281853281853,51.0711030082042,50.2576164874552,64.5586297760211,62.6192541196878,43.857634902411,43.2239657631954,2.86610580350777,6.10913404507711,0.630595627602617,0.306281161688828,12.4626350885261,12.2907018168864,2.34398782343988,2.3589164785553,0.223313979455114,0.563746747614918,92.5413130861992,94.6227233304423,0.401965163019205,0.910667823070251,843.176423137238,571.853472027443,284.709753938394,188.568169987544,13164,435276,620,38.1,141,0.287126032218763,2876,0.533353707450626,"HANOVER","MA","NA-US-MA-HANOVER","02339          ",610.5375,643.2,556.1,641.525,607.1875,605.233333333334,620.866666666667,628.9625,620.5875,561.125,586.25,603.8375,599.65,635.6625,598.8125
"15614",55923,1103,6,92,1097,1011,86,1324,6,64,1318,1260,58,1344,6,73,1338,1271,67,1390,6,83,1384,1307,77,1375,3,88,1372,1287,85,1428,6,105,1422,1323,99,1455,6,76,1449,1379,70,1394,6,91,1388,1303,85,1522,10,109,1512,1413,99,1444,6,151,1438,1293,145,1416,10,125,1406,1291,115,1376,6,99,1370,1277,93,1356,9,104,1347,1252,95,1242,9,82,1233,1160,73,1251,6,75,1245,1176,69,1270,6,92,1264,1178,86,1212,9,63,1203,1149,54,37.6,17.8853046594982,12.3101518784972,0.0678669368374949,0.00360339560171585,410,301,47675,28602,24.6907993966818,20.6290697674419,9,13.8750889679715,67.3862760215883,64.1310383120489,51.1330761812922,49.7938144329897,66.1121380160197,67.6390773405699,37.3730964467005,35.7245337159254,2.37050043898156,4.5049504950495,0.532258064516129,0.163168948463832,17.6735218508997,21.6216216216216,5.88817417120238,7.56613756613757,0.182731841023298,0,83.4627683873915,82.4487651077246,4.38556418455916,7.25170782974251,33.3219672991354,31.5234074303272,13.059813101436,11.9174845361119,4113,20777,249,37.3,7,0.127251370399374,752,-1.64198427506589,"CHATFIELD","MN","NA-US-MN-CHATFIELD","55923          ",82.9852941176471,84.9705882352941,71.8676470588235,84.1764705882353,81,83.6470588235294,83.1176470588235,84.9705882352941,81.3970588235294,74.25,80.4705882352941,85.3676470588235,80.2058823529412,82.5882352941177,81
"21268",78387,1770,3,201,1767,1569,198,1810,3,229,1807,1581,226,1799,3,253,1796,1546,250,1612,3,187,1609,1425,184,1808,6,264,1802,1544,258,1886,9,253,1877,1633,244,2099,9,242,2090,1857,233,1694,21,368,1673,1326,347,1964,3,334,1961,1630,331,1744,10,308,1734,1436,298,1938,13,308,1925,1630,295,1634,13,276,1621,1358,263,1612,13,221,1599,1391,208,2061,6,213,2055,1848,207,2249,3,205,2246,2044,202,2005,9,270,1996,1735,261,1910,21,234,1889,1676,213,32.9,9.15658602150538,6.53266331658291,0.661507808924878,0.576434129030836,372,250,29768,18765,24.6554796554797,22.7069892473118,9,11.8152173913043,62.8200901197934,62.1259029927761,49.4384296266316,47.887323943662,58.8903924221921,68.1462140992167,40.144155437167,45.4545454545455,7.71235018238666,2.87081339712919,0.0316540764326632,0.500750502781815,30.7572936064556,18.1571815718157,24.0498377133284,27.2727272727273,0,0,93.4388489208633,90.1515151515152,1.89928057553957,2.52525252525253,42.2668617487997,4.47193515966708,15.5767405897128,1.91225607019321,9858,58749,336,43.4,2575,0.0829827915869981,2550,-1.12291275924164,"SINTON","TX","NA-US-TX-SINTON","78387          ",142.46875,144.427083333333,134.145833333333,147.364583333333,142.958333333333,143.611111111111,146.875,143.9375,146.875,130.229166666667,137.083333333333,142.958333333333,138.552083333333,146.385416666667,141.979166666667
"1692",6480,3043,6,207,3037,2836,201,2908,6,251,2902,2657,245,2976,6,248,2970,2728,242,2736,6,256,2730,2480,250,4154,9,320,4145,3834,311,3022,16,305,3006,2717,289,2811,12,278,2799,2533,266,2588,19,286,2569,2302,267,2713,12,362,2701,2351,350,2533,12,355,2521,2178,343,2451,12,406,2439,2045,394,2297,9,361,2288,1936,352,2097,12,367,2085,1730,355,2109,9,349,2100,1760,340,2074,13,321,2061,1753,308,2032,21,398,2011,1634,377,2115,24,388,2091,1727,364,39.3,32.2234495818211,25.1186385207004,0.130881198691955,0.0817119302455996,634,557,64826,47285,22.5696286472149,20.5723479804705,11,14.4407120743034,63.5726170667934,65.3302461613454,51.2820512820513,50.211694701911,63.6723163841808,62.6896839760546,33.6681974741676,32.2242760320394,3.92156862745098,3.75510204081633,0.602118908788005,0.31130750056094,22.2829212190914,23.0959752321981,4.99094612947035,2.99125088673445,0.381194409148666,0.10827197921178,92.4184667513765,95.1277609354699,2.16010165184244,1.60242529233434,373.589304127078,360.66990823803,149.873247518,140.338485695732,9051,143196,619,42.8,260,0.244729907773386,2320,-1.58229186288683,"PORTLAND","CT","NA-US-CT-PORTLAND","06480          ",185.44,190.32,168.36,190.93,183.61,189.506666666667,188.693333333333,192.15,187.88,170.8,181.373333333333,186.05,179.95,186.05,181.17
"12123",43950,9218,17,1693,9201,7525,1676,9364,25,1645,9339,7719,1620,9913,58,2066,9855,7847,2008,10184,58,1790,10126,8394,1732,9719,18,1714,9701,8005,1696,9403,29,1678,9374,7725,1649,10098,21,1914,10077,8184,1893,9861,29,1799,9832,8062,1770,10211,30,1919,10181,8292,1889,10171,37,1789,10134,8382,1752,9157,22,1785,9135,7372,1763,9614,15,1608,9599,8006,1593,9232,12,1628,9220,7604,1616,9661,25,1760,9636,7901,1735,9764,33,1711,9731,8053,1678,9947,30,1788,9917,8159,1758,10189,47,1792,10142,8397,1745,43.5,21.2130971551261,16.6964285714286,0.0951253005241802,0.0443606946982694,464,335,36541,27972,23.4869375907112,19.3914757791964,10,14.0214413341275,69.3081452404318,67.7212061295106,53.0075187969925,52.5492332840352,64.9177244945933,65.444976076555,28.7725975261656,31.6134153601905,5.64935064935065,7.33389402859546,0.565924950291916,0.194130259511212,23.0607966457023,22.9898749255509,8.3009394233884,10.2480261583858,0,0,95.9497700742837,94.5195334197371,0.990449239476477,2.92538418811331,165.250865880012,168.507233844884,73.811007203766,69.1814720247913,12636,71074,285,55.4,266,0.155924739791833,1241,0.0585099705678266,"SAINT CLAIRSVILLE","OH","NA-US-OH-SAINT CLAIRSVILLE","43950          ",558.425925925926,580.694444444445,541.296296296296,584.12037037037,566.134259259259,557.283950617284,576.697530864197,573.842592592592,566.990740740741,498.472222222223,549.29012345679,548.148148148148,549.861111111111,598.680555555555,547.291666666666
"6693",24522,4068,14,193,4054,3875,179,3912,14,216,3898,3696,202,3074,7,356,3067,2718,349,2756,7,196,2749,2560,189,2849,13,231,2836,2618,218,2948,6,172,2942,2776,166,3069,6,200,3063,2869,194,3101,6,217,3095,2884,211,3031,6,216,3025,2815,210,3063,6,232,3057,2831,226,3081,16,263,3065,2818,247,2917,31,263,2886,2654,232,2495,27,271,2468,2224,244,2345,28,278,2317,2067,250,2354,24,294,2330,2060,270,2316,40,318,2276,1998,278,2246,20,248,2226,1998,228,39.2,11.9448183041723,8.96235429008217,0.362035276511216,0.347136964148835,431,272,35979,25785,28.6190110171663,21.3549208144796,8,13.8108529819695,62.3983238846438,68.4167684167684,52.2853828306264,52.5812619502868,61.6255442670537,65.8971501353288,33.3333333333333,35.3002070393375,2.1055179090029,5.75243965074474,0.632211538461539,0.505892133225807,22.5214560520864,19.5976413458203,12.0675501348657,13.0479896238651,0,0,95.8092848180678,94.2557304611986,1.12923462986198,1.73985086992543,41.5301682818524,37.4181289028668,17.6203031558387,15.0139467939556,8716,12298,295,34.1,1727,0.099304347826087,1121,-1.42005521528654,"APPOMATTOX","VA","NA-US-VA-APPOMATTOX","24522          ",215.46875,215.46875,196.875,218.75,210.546875,215.104166666667,219.479166666667,212.734375,211.09375,191.953125,205.625,216.015625,208.90625,217.109375,210
"19033",70578,2665,13,268,2652,2397,255,3010,13,356,2997,2654,343,3404,13,285,3391,3119,272,3226,24,323,3202,2903,299,2766,20,270,2746,2496,250,2812,19,300,2793,2512,281,2716,23,307,2693,2409,284,3224,24,300,3200,2924,276,3523,16,311,3507,3212,295,3525,42,401,3483,3124,359,3420,21,382,3399,3038,361,3672,41,452,3631,3220,411,3422,45,345,3377,3077,300,3183,35,437,3148,2746,402,3326,35,386,3291,2940,351,3666,35,442,3631,3224,407,3825,35,424,3790,3401,389,33.4,8.13203628811892,9.55882352941176,0.356970308140023,0.143133174791914,329,203,26683,25293,30.6949592290586,21.3012048192771,8,13.1756756756757,61.8900873138161,69.9530516431925,52.2775991425509,50,58.5333214381301,70.059880239521,37.5915080527086,48.7179487179487,6.21544647344614,7.14285714285714,0.508892805640122,0.489226496086188,29.285449833395,20.5479452054795,22.4684831232208,19.6581196581197,0.0363834818992178,0,95.397489539749,90.8045977011494,1.41895579406949,2.29885057471264,131.313518299916,2.0018097226477,51.8130750290503,0.736596651190713,15153,55882,246,50,3143,0.0766291889531711,3618,-2.46804220354368,"RAYNE","LA","NA-US-LA-RAYNE","70578          ",179.36,182.9,175.82,182.9,182.31,180.933333333333,185.653333333333,184.67,179.36,162.25,181.72,180.54,175.82,181.13,175.82
"8067",29532,7484,12,509,7472,6975,497,6735,12,449,6723,6286,437,6194,15,406,6179,5788,391,5801,9,421,5792,5380,412,6111,6,451,6105,5660,445,5712,3,588,5709,5124,585,6054,38,641,6016,5413,603,6054,9,492,6045,5562,483,6346,9,481,6337,5865,472,6220,23,410,6197,5810,387,6191,13,502,6178,5689,489,5036,36,480,5000,4556,444,4965,45,463,4920,4502,418,5269,53,539,5216,4730,486,5187,50,503,5137,4684,453,4323,53,486,4270,3837,433,4346,73,553,4273,3793,480,36.1,12.7623784100051,8.04359107420861,0.524637659119415,0.526833099817356,366,268,29913,18760,20.4323749860163,19.0284126003706,8,12.3051177616434,62.5252423263328,58.3948826167238,52.9819433312904,54.2252674600313,53.2980728311751,53.5158477959749,33.9399901623217,38.652357494722,5.11334230410931,6.95844263426757,0.579599783666847,0.414613832956057,26.7085334318434,36.8514255356827,20.2287486672482,29.4866355536699,0.698293061405453,0.488848151542927,93.3495898913766,91.9034524900703,2.06162713367324,2.52062328139322,192.147162849464,152.672543762088,82.1454148714501,55.7861415394888,20921,61851,294,44.9,9811,0.129954376960365,5428,-0.358571317496341,"DARLINGTON","SC","NA-US-SC-DARLINGTON","29532          ",297.554054054054,302.141891891892,269.371621621622,301.486486486486,300.831081081081,297.990990990991,304.108108108108,297.554054054054,291.655405405405,261.506756756757,289.252252252252,298.864864864865,286.412162162162,294.277027027027,291
"23488",90024,26564,2275,6474,24289,20090,4199,26224,2602,6581,23622,19643,3979,27594,2169,6353,25425,21241,4184,29934,2027,6632,27907,23302,4605,26735,1935,5320,24800,21415,3385,27843,1967,8576,25876,19267,6609,27941,1793,8519,26148,19422,6726,26664,1806,5968,24858,20696,4162,29116,1772,6498,27344,22618,4726,30699,1711,6433,28988,24266,4722,29743,1627,6295,28116,23448,4668,25344,1752,6281,23592,19063,4529,24265,1758,6164,22507,18101,4406,25322,2101,6722,23221,18600,4621,26832,2906,8915,23926,17917,6009,26147,2945,7353,23202,18794,4408,27256,3116,7502,24140,19754,4386,26.3,66.2235201813268,59.4943679599499,0.560407764706808,0.409814102973285,1183,831,47573,40172,22.5216515609265,19.2856750521806,3,6.90318137094129,27.5072960578126,27.5333888694811,52.7036835420069,51.387057644639,33.1413210445468,28.776420399457,10.5649346775637,9.61891042430592,9.77452872807918,5.01612670293169,0.496921729487676,0.513451470197665,65.6003348481225,64.8606100360774,28.9868132528311,24.6398070278375,0.950597049871225,1.82298689391079,61.8169047061578,66.1722668680222,25.2399906345118,22.0538266544415,13050.1856076329,11206.822130059,5302.14604760401,5131.26167069339,44141,8863164,626,52.5,8036,0.594726707154496,3883,2.26015344609232,"LOS ANGELES","CA","NA-US-CA-LOS ANGELES","90024          ",2615.18229166667,2756.60416666667,2498.453125,2792.52083333333,2615.18229166667,2606.95138888889,2696.74305555555,2666.8125,2671.30208333333,2417.640625,2571.03472222222,2588.24479166667,2583.75520833333,2740.890625,2581.51041666667
"9265",32811,12784,458,1884,12326,10900,1426,12969,473,1861,12496,11108,1388,14180,574,2116,13606,12064,1542,15067,596,2155,14471,12912,1559,13321,414,1785,12907,11536,1371,13545,394,1805,13151,11740,1411,16059,348,2008,15711,14051,1660,16892,249,2653,16643,14239,2404,16335,273,2129,16062,14206,1856,17026,415,2122,16611,14904,1707,14905,337,2218,14568,12687,1881,14069,395,2244,13674,11825,1849,13790,348,2211,13442,11579,1863,16348,361,2981,15987,13367,2620,14675,366,3036,14309,11639,2670,15460,297,2601,15163,12859,2304,15197,288,2892,14909,12305,2604,28.7,21.3713133350139,16.1221834120951,0.637311857075843,0.492983957482086,737,502,32984,23347,25.7632371170533,22.4045789797173,2,8.45610810810811,36.6393574297189,46.4199029126214,51.8751116137865,51.544285542603,37.6273126072859,40.4144811272241,28.6768131697469,26.5887192811519,6.30732099758648,6.02494538792192,0.425654863264457,0.426854471387866,65.5070891764159,56.3135135135135,18.3120541868968,21.2920104648823,0.338527986925816,0.295881647341064,91.1399054456312,95.9776089564174,0.945543687620382,1.12754898040784,4093.03650575227,3056.26304087692,1747.11896368743,1290.14432700556,33391,677491,517,34.9,14965,0.165538413098237,8651,1.52306830941621,"ORLANDO","FL","NA-US-FL-ORLANDO","32811          ",484.06779661017,509.830508474576,452.881355932204,516.610169491525,481.35593220339,480.90395480226,503.502824858757,500.338983050848,496.949152542373,440.677966101695,463.728813559322,471.186440677966,476.610169491525,519.322033898305,474.576271186441
"1667",6437,6643,216,1118,6427,5525,902,7107,199,1055,6908,6052,856,7053,164,921,6889,6132,757,7307,176,1040,7131,6267,864,7184,237,1114,6947,6070,877,7656,306,1128,7350,6528,822,7340,223,1103,7117,6237,880,7262,265,1007,6997,6255,742,7001,241,924,6760,6077,683,7111,230,1026,6881,6085,796,7309,225,1284,7084,6025,1059,6989,172,1225,6817,5764,1053,7002,186,1096,6816,5906,910,6871,216,956,6655,5915,740,7535,213,1049,7322,6486,836,7586,194,1014,7392,6572,820,7535,197,1116,7338,6419,919,41.8,50.0433651344319,42.993125330513,0.11735441540264,0.0486622259647195,845,636,76745,57354,27.3177422354473,24.0228477778849,8,12.0147996034556,63.6626746506986,63.1107224833315,51.9127218242262,50.9488005728607,66.5188601158803,63.9501066373683,35.5334316617502,38.1324616259238,2.57297114897925,3.69257950530035,0.620764352567668,0.206130787770602,14.7087736544606,15.677666052967,3.05900179941282,2.97249793217535,0.140105078809107,0.196961170512099,90.3677758318739,93.425248546239,1.64623467600701,1.86644156818608,454.675438643905,415.881404915185,185.394197391449,161.815596529451,21366,804219,585,41.9,354,0.433805349516745,4575,0.355095224144068,"GUILFORD","CT","NA-US-CT-GUILFORD","06437          ",647.357142857143,679.157142857143,594.357142857143,675.371428571429,648.871428571429,642.057142857143,656.190476190476,647.357142857143,648.114285714286,592.085714285714,633.980952380952,649.628571428571,632.214285714286,652.657142857143,634.485714285714
"9804",33872,1586,44,262,1542,1324,218,1626,41,278,1585,1348,237,1021,3,253,1018,768,250,1027,3,178,1024,849,175,1134,9,181,1125,953,172,1334,6,174,1328,1160,168,1436,6,181,1430,1255,175,1514,6,240,1508,1274,234,2389,6,342,2383,2047,336,2167,15,230,2152,1937,215,2026,12,178,2014,1848,166,1976,9,119,1967,1857,110,2056,9,119,2047,1937,110,1998,6,119,1992,1879,113,1888,6,134,1882,1754,128,1829,9,89,1820,1740,80,1975,9,93,1966,1882,84,57.4,18.2474288807362,10.639914880681,0.207489846244036,0.465009361671996,598,377,34138,21731,20.3176981867226,19.9390100867933,6,11.0253544165758,51.4594866633115,53.8415958917638,52.6938302597277,50.4332755632582,69.9243971083274,61.6650532429816,17.0775015667433,36.5358592692828,2.18927532215602,8.26530612244898,0.568581451088078,0.493197378928939,14.2241379310345,24.9522770657213,7.68744529806477,23.5626854599407,0,0.408348457350272,95.9029492953654,92.3321234119782,0.246985326165916,1.72413793103448,262.873093772754,139.204151293735,151.701250249862,57.1624199443691,20593,68432,371,34.7,493,0.129839624169772,4905,0.119453448473383,"SEBRING","FL","NA-US-FL-SEBRING","33872          ",86,86.5,74.5,87,83,86.6666666666667,86,88.5,86.5,76.5,80.6666666666667,87,81.5,88,83
"13449",48135,7608,18,817,7590,6791,799,7354,15,784,7339,6570,769,7489,15,807,7474,6682,792,7367,15,928,7352,6439,913,7061,15,829,7046,6232,814,7057,37,761,7020,6296,724,7135,27,768,7108,6367,741,6716,30,755,6686,5961,725,6828,43,847,6785,5981,804,6665,46,991,6619,5674,945,6561,33,985,6528,5576,952,6494,31,937,6463,5557,906,6215,9,769,6206,5446,760,6669,6,787,6663,5882,781,6606,20,953,6586,5653,933,6448,13,904,6435,5544,891,7164,16,906,7148,6258,890,36.4,9.0528334258465,7.33049428202306,0.098375212069277,0.0488732402688311,557,534,52264,39175,24.368837711407,22.2220060947935,12,16.2854353421496,68.9271255060729,70.6989428321325,50.6295604955031,50.473383911217,58.0011205447571,60.2361265702019,34.3118771882575,34.7767616998386,4.77049508919623,5.90952155376599,0.659328560993426,0.285649382754747,11.9787922358016,14.4416829398189,4.49587565614561,4.23044284501996,0.306857917647898,0.231555927188525,96.7244701348748,97.1827362192063,1.46292728180975,1.17064385411977,5042.08882619226,5474.71842223894,1949.7470899489,1962.9453779424,29416,2111687,406,60.4,459,0.0712399788776343,6990,-0.816979399420862,"GARDEN CITY","MI","NA-US-MI-GARDEN CITY","48135          ",392.130681818182,404.590909090909,364.278409090909,407.522727272727,397.261363636364,394.818181818182,393.840909090909,402.392045454546,390.664772727273,356.215909090909,383.090909090909,379.670454545454,384.068181818182,396.528409090909,384.801136363636
